Netflix Id,Title,Imdb Rating,Release Year,Netflix Original,Episode Count,Season Count,Maturity,Maturity Level,Maturity Detail,Image,Movie Type,Imdb Id,Last Day To Watch
81046193,Dr. Stone,,2021,False,35.0,2.0,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABeF-m_azIQm_KTK_N9oA0mlpRAR0-092cEiU_zhKsCkT_8_6_fSU4Hrd8JNZuTo7HgZj-sneaILr6sZ55IzTCb36SfIMQM0Kl-4.webp?r=ba0,TV Series,,
81054409,The Boss Baby: Get That Baby!,,2020,True,,,7+,41,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABdWnH2TygUwToncSUySlo9Rxe4LnQBL4t9Zn6oI3XzHnc7SkNtymHuXazYOqMznOBFurTlA99Z1Z5xdHQUfIBlovKzUUs5RSGtchCufXNHc5IQEJOar6tc7pivpXk_8IBf59PcjwyJur0LeEqqeHoyDwDG31b0E6blBxDeOKX2IQsf2WQ9IPXQTgDJQFT-i1sZgQd8BxBhTzY5Q6tRU9y10ncVcneiXb.jpg?r=f12,Movie,,
81074662,The Minimalists: Less Is Now,,2021,True,,,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABY2Y3mHJ61blsAKoZ4uX40LoENBHZJpYPaklOsqDzbKzdGF9jtbwRIvAMZMf5TFYBz0zbIoyn6WSkc-m1QPS5lwHt2StSYGys8npzZo4ATe-e9Y50cxh5mW_NbzkONbvWQGc.jpg?r=2db,Movie,,
81076952,A Tale Dark & Grimm,,2021,True,10.0,1.0,7+,41,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABc0DCacIgYIEp56Pe9iJRDbNVyhBKmmSW_38whBQvDS8rhMNA_bR-GF0dYO0y-n1Lz9YYdCKz0YpmnnZp79v-ObZ352grE_B51_m9Di1E9L7iAkWYs1wL3adH4kNipvSp_Ko.jpg?r=0ff,TV Series,,
81079259,Thunder Force,,2021,True,,,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABUDg5DDFQjqf8YNC3rPHbJMS99VKw1HwxwxfDPmFvdWOm49zZaJtyoIYTdRDqrMsLw1nPCb98XXibQKLlk7pGlDWBdFpajERRU3bDHChSY1xWrBAynG2RmyCOadNc3djShHQ.jpg?r=57b,Movie,,
81082007,Atlantics,,2019,True,,,18+,1000,"sex, nudity",https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABTe34DwU6lapkY744YrPHXS4uwZOiY6XVd-SbitejZ_4RLbLqQppEDthhE_Aewaag2tL51YwZJLSo4gyHgnvGTSA6_OJOp6dYwiCp5HkoFSL4nf7zvkLJ4P_7hAh4FJxVXR7.jpg?r=0db,Movie,,
81087762,Abyss,,2019,True,16.0,1.0,16+,110,self-harm,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABTvquuXNk0IHu9c0emFXvJ9pQ_RMCisRVPKtT42mFc-ahyvqQ7Nd__9Ihmyg9ZMDIxMY3R9seqR4iHe74rdnb7p_gjQ5yxr6XWOEpC5t02vD7bWENPUePNgMN3sSnfKBDbbz.jpg?r=30a,TV Series,,
81087764,Possessed,,2019,True,16.0,1.0,16+,110,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABWSnjO4qbH8-0WiKo2_Xj4eDhmYQwSZRSztuFkG_QWJ1lcMgx_jiQqQSYS_4IRv63PRQMwLj2edmb-dUKiKZRj7CZPTQUeAmIEqJdaN1Mgil2tX1vIunm5UI8IIkUBo9UvY3.jpg?r=a87,TV Series,,
81091393,Demon Slayer: Kimetsu no Yaiba,8.7,2021,False,44.0,3.0,16+,110,"violence, self-harm",https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABTZyY2mmYyJl-LtDYkU5YdPmnNItIx6neW9w5dj7ICeixH2gD6EKyLgj8--7uf4dKEz21YCGIkiuNLNuNU8ZgIpzW45erCZJAFQ.webp?r=60d,TV Series,tt9335498,
81092192,Well-Intended Love,,2020,True,36.0,2.0,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABfZ8GPADhKiFBpIKTGqwWu5KDxxqMrKh431o_xsIlfk6MKx5jTrDtRjRtwCuWM-4E80Odp7Cl3XPfIAdicTD4rqRSO6ga0bCtDg.jpg?r=fda,TV Series,,
81095103,Kabaneri of the Iron Fortress: The Battle of Unato,,2019,True,3.0,1.0,16+,110,violence,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABWSl_HO7Lk0neAOfgh6ZyAOx8TLRZvdA6-FFkSmsQI9q7W6NGhOJMx6_THS2KHtsGhHiGzDJUCOFZxBBB1qYI28hpu3qRbBxv-QNoC4Nsu9sKk_FQuqEdHrp4JgOF-KqRxYg.jpg?r=f0b,TV Series,,
81098586,"The Mind, Explained",,2021,True,10.0,2.0,18+,1000,substances,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABWvJddLNcs4sA68VhBgSubhdXYW9pGriXg0x_RQJfc9DR3GgMdzpf_EH-mdbBuIM176u84s3dCOpo17c2L8vp6mYAtzdwNFw6pbyXls99XUiojrUP3fySicbvz6AYsh02wlp.jpg?r=5d7,TV Series,,
81116168,History 101,,2020,True,10.0,1.0,16+,110,sex,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABYMOYHBeLyBTJsFUE6LfAQfBc4svVeLE4mqqP5ALncXwRmEl7NzfwfMbD-ptaJd__uZdyPWHXxtvr7pX12nWHAWECXZ_LsHEDp30UvomZVz4X4RF0hwqdPVJVJlYXCT9UwsD.jpg?r=f89,TV Series,,
81137134,Find Yourself,7.7,2020,False,41.0,1.0,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABWpYRwQ-i2sB5Zbfzs4HncfdwhpKSKPh_pysKP-CGCC105iiUd9wuFeBsD4bz4_Fll2uKTAbB0GoRaKT1MkuI0BydfsHYUAyAb0.webp?r=712,TV Series,tt11569628,
81140470,Sexify,,2021,True,8.0,1.0,18+,1000,"sex, nudity, language, substances",https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABUeps7Vlb8OBvNAthcVeA_rvDqdv4vbIi1xbW35qhX4IbR56mEIaj7XvfpK3NxCrsJwWCpA7g-99eBMf3yDun2XQc54g8b38KXxFkBYgBvJE3wzD14v04VgLs6WXuX0qZvYP.jpg?r=4a7,TV Series,,
81144576,Astra Lost in Space,8.0,2019,False,14.0,1.0,16+,110,suicide,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABbdasTFicgjIgza9I_FTAIy5pSaLKfWD45MYuUc7nKlSpPtkH3qojlkZsJSbhQvE27QxLALD7wTkIvUj4rpPV3ZCIblskFKcmqk.webp?r=aab,TV Series,tt10483250,
81145024,Animal,,2022,True,8.0,2.0,7+,41,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABWEVrAuP6iO-87hIpP6u-Vpofs7WhsxTGrz5b-wyn4Km-8PTD5-YpPkRqEsqk65imbW16B5JETExknwfvOo1JJCbM6T9bCg7qPzXVKVjb5TyuRfLyc7otwDZdqFf7bC64WGB.jpg?r=03d,TV Series,,
81160763,"Sex, Explained",,2020,True,5.0,1.0,18+,1000,"sex, nudity, sexual violence",https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABbt_YnoEkIa677Vv6vXUQ5AIOeAHfhno_ATvJJAu7w6iG1fqdJgvmIQ99FeVssju85mnTvYtSoMh1FeeH5O3OvrskUQ5ovTt6vwvTzSqjwW1v_GRybyjaAZmqllywlXkMDUX.jpg?r=628,TV Series,,
81161487,My Country: The New Age,,2019,True,16.0,1.0,16+,110,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABTwAEzRYQeRxSGrzV-qRUvN4YCmPWhFzOeyHJ7nfEcasL5JLLJp-eyRSH_7gNXxWovJOJ25wit0ZCZzkRT9xcB9LETMQ_xr2m23UXDYfCuEs3H6eirkGQDdim2eAGdYrdQjx.jpg?r=4ee,TV Series,,
81161626,Red Notice,,2021,True,,,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABai00BmS0PN3f4EwQp4SzxCokzV4l0j3KHjaUStMiqMMBVQDkghv6pWYSFmMPY1OgK7_e3t4pRm9AriTaWPbFJU4cdy32PVWl5kQ-U2datUIApZbPggVAPE3D9k5Wxp7kHez.jpg?r=136,Movie,,
81168505,Night on Earth: Shot in the Dark,,2020,True,,,7+,41,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABSEtEylNFlzuC7Ri7_bD-r1gMfADErA0rFBjpZ-VWxidaO735rAqyDWtC1-vAWEeIFyFixnoN2RgD5Vx2De06KXmkW3PoO4A9MLhy2MLm78_KeffV7AM17Fazrpzo76sTaQN.jpg?r=162,Movie,,
81168885,Extreme Job,7.0,2019,False,,,16+,110,"language, substances",https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABRVay2ljwUv01-xPPBB_3QjjHeCemfuJccbghrkOWQuZ_HE0HDM-MmmQo0k0InydiyUKRUzqYy_Tpt1oyRRWzsV2rHGOc5TgF_Y.webp?r=5aa,Movie,tt9541602,
81170092,My Secret Romance,7.1,2017,False,14.0,1.0,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABVf_-xpXL8NRWjxTJacV3qMfRjoFGZ6uvypqfeptCax7ezX3QfUZ0iW9F0s1Ff4RB2Hx_LiFT0UTNv_Ek_UGV2bdX8foRHqf4o0.webp?r=bc1,TV Series,tt6300100,
81183718,The Invisible Man,7.1,2020,False,,,18+,1000,"violence, substances, suicide",https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABW8dmjKe7MLMkG3jsyeXA8OHgrEX8Gv_U-veu1scLrqDyM6aQcdUyic6mHu89w0ggn36o7ooJKVnlZQ7gNPvyafhCmqTt7F6MSs.webp?r=b22,Movie,tt1051906,
81193214,Violet Evergarden the Movie,8.3,2020,False,,,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABcoe0NM8nT4M1MeiOcA1kz6zMq7pYOWeiFVlILkktaHFFQbCx7xghdSIew2pRBtpnta3p0WVmAegyOg9fW7j9ifEZLr1OKPqEuo.webp?r=84e,Movie,tt8652818,
81199052,Vivo,,2021,True,,,7+,41,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABSHr4XinqCJAMl8mtm5GX8F9sILenAUCpZ61fOYTJnU0qISunFxWcJia-8umnPfjH6UXrt-S_aeU5LSU4NzzJLsOTPFDLEJk2OLvUMl4aieetvxdp7pTjAvrLoiY8mxNd7lp.jpg?r=c6c,Movie,,
81208936,Violet Evergarden: Eternity and the Auto Memory Doll,7.4,2019,False,,,7+,41,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABcoUTUS4VM-iD6G4Ay5-4oP0ThdTp8-I40hp-24ueNQMNHzPMtqwOBZQYjFZZVU6tVdl1KUkcO5MOVITaF8agvY23rcZ-nSnE1I.webp?r=429,Movie,tt10477558,
81212831,Double World,6.1,2020,False,,,16+,110,violence,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABW_56HQy_oCDXJD3khQztOSaNN55zTmeqJd4f6yo_mkxMZlGxr_vcOIT_oNEvIK9dZYVdp8vAAHynHQvLJP4mHcb3qQS8HOufWc.webp?r=480,Movie,tt10508838,
81221835,Playing with Fire,5.1,2019,False,,,7+,41,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABQITTZsxlnXgrI8XeyWBRf6whcPKrlaTo0gT2MEbL6W67GE5K5sgJ48Zc1zR075GGZwjvBrL49pVQZ3GHTrYSwmoVhtkjZ5Pf8k.webp?r=a5e,Movie,tt9134216,
81239555,SHAMAN KING,,2022,True,52.0,1.0,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABU873U_kvTdkcQy4iyvTGbN_M_YdFy0Vdyg_UE7_DZoxxCrQCeXzS5fWr5B6Gmk0WMWbvZyBf-EnqK3DKN6hVGuJSxlboqvwkAFgevyVRlgcd8stSt-_0iQjWQEn2LdHGcDK.jpg?r=11f,TV Series,,
81243996,"Hi Bye, Mama!",,2020,True,16.0,1.0,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABXV1ABq7n3MUpZ7y-37fnNsUhBDB7pM-jQYfuOIWkIrRj3GHy14lbN8R2evr1oWUbj11EDv0WnP8p-KusjK_Jv0_Ky5cEZzUWTvBSjdDVcIonjSgy5UuFp0JftqEi7dNmxBH.jpg?r=4dc,TV Series,,
81261630,EDENS ZERO,,2021,True,25.0,1.0,16+,110,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABdDiOgTwJRmInjhb_RTR4rxnmz3o-1mFmckuUKCfmfZHAn4In4um3NKDXMAL6yeHDcHtOuTBKTyE8BjZZ0yL-M7LCIBMj4cZ32HVrNVcBcmWyKufx5A4BCsM7Dz-l9j9lfH8.jpg?r=85a,TV Series,,
81267743,Familiar Wife,7.6,2018,False,16.0,1.0,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABbeNNySVHFoRh0i9O861i2YIeWd3Q1LsMKPHXs9FOaacvNmaNR--aJGXFEV2NurzKpUFo-WxLQ5duZef0D0j53OBBXobZ-_ng5Q.webp?r=e6f,TV Series,tt8487786,
81274984,Ojos in d' House,6.1,2013,False,13.0,1.0,7+,41,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABXOOjef45HMpuBAnNv-1iCj3g811N5jPQDBD0qv-Z28p_Xs5-ElnLkaivB5pguML4ZywKNsHdS5SVV_9RjBWLkB7XtasB8Rswiw.webp?r=515,TV Series,tt12960266,
81278456,Jujutsu Kaisen,8.6,2020,False,24.0,1.0,16+,110,violence,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABYvflWFGRC7hozC3PutVhL47IBH8aImL5kRrIxqViZOeVXOKgegZdDQLsUu6fRfYEb4NGrSTMwg88r0ZroTkZrOyun77-tIqBUA.webp?r=d59,TV Series,tt12343534,
81279108,The Tale of Nokdu,7.8,2019,False,16.0,1.0,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABfX81aqiPxl3Hwu3BSClPc0gwgQZPPwQ4Gz3h166lJOxbYdLdYW-mRUrHP04CYd90Ertnm8_6euNJ6TK4bYCnBQwpG6jwH6LiRI.webp?r=159,TV Series,tt10808968,
81279310,An Astrological Guide for Broken Hearts,,2022,True,12.0,2.0,16+,110,"sex, language",https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABea4VIhD9fXxtJD49GNF8bvkzio1sUmVoMjKvuokDLIJQqcys4o85qUVfTCSMAUKEmduCJ6ra8kTqCUIjfjZI-lHKpRUdYlkM3zykxh6AxPWRi5hbya1tgNVzucCoApE71Uw.jpg?r=bff,TV Series,,
81280926,Headspace Guide to Meditation,,2021,True,8.0,1.0,7+,41,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABT4cGFsqagrVDtXDUaRTJKDUAlgvXkCI419W724VPFIrIVJ6AlYuizyOIZOzSleNoDrDWLvsbWcFMjlbbFG5Fn4EWf52lkigrAgVeactRgtvK73NniHECtzRggk-Lldn4Rtt.jpg?r=141,TV Series,,
81299341,Deca-Dence,7.0,2020,False,12.0,1.0,16+,110,violence,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABazG8MMsEJ1c9oKFCWrWC1tJrHSM3FoIxUPAFCvcFaaGOc5daDgdNp2WaET28y3ZEKM22Q-jhS9w4Yyu8TEMmGz-cwfjNTwb2NM.webp?r=6ab,TV Series,tt12443322,
81300162,Hozuki's Coolheadedness,7.2,2018,False,39.0,3.0,16+,110,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABeMlDl1dYDJFaLPLfauzpJDu1dvsvKfnvBY_zcUO8PLqZK1V7WdTl8F54fmUcNfZ2DpxYsQw9Psm0GI591w2qhKX2T8KZ2XLMJg.webp?r=e75,TV Series,tt3306838,
81305123,My Absolute Boyfriend,7.1,2019,False,20.0,1.0,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABSWI8Y9khd7bW6hes9fQbWatq7FdXKzAQEw0hqC_scXo0BumgP00Qzo8l-L7Yudw2F7N_LatTtnBcpJSDhiH18Nm-t_r4n70RpU.webp?r=178,TV Series,tt10183478,
81312809,Fishbowl Wives,,2022,True,8.0,1.0,18+,1000,"sex, nudity, domestic abuse",https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABeLPyoCbdWiLqYObA3Crh1AfyruegbPbT5fbVoeVhx3Iz3ZNBtLiow9SLl75L4bgvbsijf701SuQqpSfaYCH8pg5udrxYYuRVmUI2tZ8FOgi3xQiuvx3JCoArcCIZDXyVxKu.jpg?r=277,TV Series,,
81324386,Comedy Premium League,,2021,True,6.0,1.0,16+,110,language,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABXqA0MJjlz-nv712WA85UeU-DA0ogp9bL2BxkZ06DVCICPnb81hWqhtVUbkh2CMnkXID2vMhLRyREzTsu1EAOgcyh-zIUnKye1HCTue4dh5Gngh_j321wCaIhN5HTABAtOdm.jpg?r=3ed,TV Series,,
81328827,Headspace Guide to Sleep,,2021,True,7.0,1.0,All,35,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABQVL3Q4sZc6mFnAJ92vji9PQ7FJwxZeMElbwQ4CGEnfdLlxkIC9DC7_1JN4aV1DmtMNfpghev10g5_gUT9FCfb48_AMp8xG9k-uZy0KXaXkUEIJUukb-aPZl_BqUjgAbEOUA.jpg?r=8fe,TV Series,,
81328829,Headspace: Unwind Your Mind,,2021,True,,,All,35,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABevUpBV7AjZmjRPar7uuLJdTNqdKScu6_4X7eSKVC1-QlY0srDkSDtB7sJVqEVSvYPEZlO999_OnobSp9WudpDVqCU02PX5j94nuFQLaZuSTFI3GQaz_g4rqoE1Uc_c8OtZYnEBUrf26jRlh98onFJOTaya9qJmKS4fJlgpW1OUAlXK4gsRVYlE0-P1U7EkRbw7uQjaBNdRKsxg9NuhHZC0JdVfdeyKW.jpg?r=fe4,Movie,,
81335124,The Bureau of Magical Things,6.7,2018,False,20.0,1.0,7+,41,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABUFLm0WZcz5lNb1p8dmG8jCk2x3tVcbOcgVyRHPxFmFte2IC7Q9ig7J9aYqD1K9YX8wLB9P0B1YSz_OQAw7_qkjHrJTaGtnieDw.webp?r=5dc,TV Series,tt7153034,
81340808,Love Island Australia,5.3,2021,False,86.0,3.0,18+,1000,"sex, language",https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABV9MWFg5f1G0UBfSN9vDm08vg9En7m2gwI5S6dzmZe6CwQIJ8Rm2ahTmAu-ZYq9LEU42lJubNIGXU8KeVtWdHHTdA8h2h3bQnKU.webp?r=c42,TV Series,tt8467296,
81340870,Love Island USA,,2021,False,86.0,3.0,16+,110,sex,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABW24a07fMFVWMKW4S_1fOqt1yR1XFy7qkWDZUwyba_D7h9-y92ddjMWMA08qboY9gfga1re-IYfSwgGnJlaIJnpuW7PWtS65Aj8.webp?r=b88,TV Series,,
81345769,"Money, Explained",,2021,True,5.0,1.0,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABX66kWhc55VdLqacVzNK4l1c9Ys2dm2X6dQGfkqQVP5wQ5Sr8k4Z_hVPZ9dDou7cn4fbUDp3gNhKqjZwLGbJuWjS8YvH1g5_GSzZYk50xYbd6GaCpryHd443z6Ivl__p7hrR.jpg?r=603,TV Series,,
81349029,Trust No One: The Hunt for the Crypto King,,2022,True,,,16+,110,language,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABb-wI60LtYCvnkC6w2Un5cSWt9ZZ1WDTWbC9jDtbj8knrnEniQ7ugoBwzqQEypzwRAZ8mT6y7qRVBOqHOLB_iEHRYkMRNhE3ST8YiPWrXa2iAfc2wQ44e_KP2xwxyu9xjRT4.jpg?r=f88,Movie,,
81349232,Erax,,2022,True,,,7+,41,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABWkJIogK1xmnE1mhwM2DgAPzzN-h4GpofX5iX5U0XEkABnL04ui_zz_eFGHGSrlhEFNomeBakcGYckDWISi7n_rQP9M4pLXKOty1q0OpH8XdJrKhjjkx8rrSsYCn9nbaIt-1.jpg?r=fff,Movie,,
81350913,18 Again,8.2,2020,False,16.0,1.0,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABf1o7FmQFB9ak-0jVSmnKmuhiQxtXIC9KLwewAkbKp0qPp3eV64Bt0vOUc6YWxGv4fP81u7cqXUfEtVrb_wtw-s8-B4t6LDSZ4c.webp?r=cf7,TV Series,tt12846096,
81382296,Get the Goat,,2021,True,,,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABR8Mr6BFwPGo_cH3vyMUs-WmRQ4nHrlM5k15CJke2ksbIPasMpHoMxvBkmMDzZhxoTH-iq5xztyOeiXpODcvr_tMUGnmeV67KC_leOQtKhs4IeX87cnbF3qLDRrcDLPWyr-T.jpg?r=aab,Movie,,
81415947,Let's Fight Ghost,7.6,2021,False,16.0,1.0,16+,110,suicide,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABXANpk72Kuv7RXR3LwXC4Pt7TqGb9ZRQvuzfliVNwl1mq-2rTi-ffm_gWYEss-81dwevLsOMGHAS9lpujr8BzZzuyBbngGJLC8E.webp?r=222,TV Series,tt14168868,
81418033,Zombie Detective,7.4,2020,False,12.0,1.0,16+,110,suicide,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABTL9HRHoQ0ouCV9D0CYdXXyKmFYOOjDSixBQLEzxALdd80ICZgfkTS3Vzk_PrksUyMldW53mk_my6yMkNYnshpUDIrE4-XV2XEo.webp?r=e14,TV Series,tt12937604,
81430282,The King's Affection,,2021,True,20.0,1.0,16+,110,"violence, suicide",https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABa4zkUaV7XUEVxDRuQ6i_Ib392gYM_AL1N85XWyhQYJmkeWcDxtiQWeqFU-oEm6woVHghYqvtQE9ULjRnsEv9GLsBZkf3sTrl1a9Sqsnlaeq4SsR1rFCHc8OTCXPgo3WI65I.jpg?r=e33,TV Series,,
81436207,New World,,2021,True,8.0,1.0,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABevWFP84UTi7zt9JP8TFkdfOedOBg-IWvgfiDXUFzaf_BM9YOVAhUf1Tbu9z85d6WjBpeXH0u68ycKqMS5DMfaZrv0OVo75tZHb7nn6vZ7Mm1yZVTQA8L5h7SpkaLwrBnJlv.jpg?r=4c1,TV Series,,
81436209,Single’s Inferno,,2021,True,8.0,1.0,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABeu_oOKRqj1hh1dxbBzaxX-exN19goXrEP5GvYtU7gDUea2-Cg6q2ZKif27jRhBTgZzMnkxt2SQlzMuO_-MyZxIciDQEy4vO4T271gTz5uNuE4tzHbejV74E87exPPcrjtQU.jpg?r=400,TV Series,,
81442520,Tokyo Revengers,8.1,2021,False,24.0,1.0,18+,1000,"violence, suicide",https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABUW8Mood57Bjc6S26EW0rX2coH_EZxcSkS00yFnQ5FOnfZZAv7ogFwz7ZopsumQhKLhzR_rC6p_Kkq-KeQECoidr5IQcPEjBCRg.webp?r=164,TV Series,tt13196080,
81453003,How I Became a Superhero,,2021,True,,,13+,80,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABdn8hSNb90EVqcjeVI5_xLm7990cICs2SqWk8ZMMx5WcvffBt2tQZ3-KPH_ELRsy9Mbl8esVI4KlvcqQA5mBY6-4an9MsXO6CzqKZf8T-t0j9GbWDBPWc-SYcdwAfVj4vvsp.jpg?r=eb6,Movie,,
81481766,Legend of the Demon Cat,6.2,2017,False,,,16+,110,,https://occ-0-58-395.1.nflxso.net/dnm/api/v6/X194eJsgWBDE2aQbaNdmCXGUP-Y/AAAABed_FUbqrTY68rwDkdUCNDFQz_fO6gwYyCwBzp23KcjpkGVZuojxLyobmtbQ0qXGZQmF890rIP8zNfcr095aEixzM8juV-o1kIk.webp?r=e3c,Movie,tt6157626,
